average,city,country,date,day_average_temp,dew_point,dew_highest,high_temp,latitude,longitude,dew_lowest,low_temp,max_wind_speed,precipitation,visibility
60.22,tinogasta,ar,05.02.2021,72.89,60.22,62,79,-26.82098,-67.49961,57,64,9,0,12
76,itaituba,br,05.02.2021,79.5,76,77,82,-6.668001,-56.4843975,75,77,10,0,6
67.45,formosa,br,05.02.2021,69.91,67.45,70,73,-14.818613,-47.346889,64,66,6,0,6
73.89,borba,br,05.02.2021,75.44,73.89,75,79,-4.899044,-60.07352,73,73,3,0,6
38.94,mecca,sa,05.02.2021,66.69,38.94,46,70,21.232701,40.0020525,32,63,38,0,6
55.1,IROGRA6,cl,05.02.2021,57.9,55.1,57,66,-51.399084,-75.23024,55,55,12,0,6
8.33,znamenskoe,ru,05.02.2021,13.91,8.33,16,19,58.338224,45.0975435,5,10,20,0,6
-14.57,shigatse,cn,05.02.2021,34.71,-14.57,-5,48,30.056108,83.8464455,-29,23,9,0.01,18
9.5,armagh,ca,05.02.2021,11.4,9.5,12,14,46.720529,-70.630234,7,9,5,0,30
38.04,kilmessan,ie,05.02.2021,40.48,38.04,43,43,53.540813,-6.664063,37,39,10,0,6
72.44,miranda,ve,05.02.2021,76.78,72.44,73,77,10.599723,-71.31376,72,75,0,0,6
35.6,fune,ng,05.02.2021,71.4,35.6,37,82,11.669248,11.4586375,33,62,26,0,4
-2.71,kushkopalskoe,ru,05.02.2021,3.71,-2.71,1,7,63.347715,44.5295095,-6,1,18,0,6
38.69,bostanabad,ir,05.02.2021,40.77,38.69,41,43,37.657053,46.9083765,37,37,5,0,3
70.4,fandriana,mg,05.02.2021,75.6,70.4,73,84,-20.177131,47.254157,67,67,9,0,18
-1.47,staropolskoe,ru,05.02.2021,2.97,-1.47,3,7,58.960063,28.656126,-6,-2,13,0,6
45.76,medina,sa,05.02.2021,67.06,45.76,57,73,23.118873,40.1183755,37,63,14,0,6
72.5,independencia,ve,05.02.2021,77.2,72.5,73,81,8.433211,-63.5451685,72,75,0,0,6
61,valladolid,mx,05.02.2021,63,61,61,63,20.775597,-88.202039,61,63,2,0,8
70,planadas,co,05.02.2021,77,70,70,77,2.938364,-75.8717235,70,77,0,0,6
47.27,kurmi,ng,05.02.2021,79.47,47.27,59,99,7.514193,10.705232,41,68,10,0,6
44.83,IZADAR20,hr,05.02.2021,51.23,44.83,48,61,44.008993,15.1157805,43,46,10,0,6
39.71,sidhpur,in,05.02.2021,72.33,39.71,46,84,23.947351,72.2239345,32,55,13,0,3
64.64,naranjal,py,05.02.2021,66.36,64.64,66,73,-26.029263,-55.2504965,63,63,10,0,6
10.15,tselinnoe,ru,05.02.2021,12.72,10.15,25,25,46.598447,44.6627635,-2,3,9,0,4
45.48,servon,fr,05.02.2021,47.31,45.48,46,52,48.614079,-1.4178345,45,46,10,0,6
60.44,hinche,ht,05.02.2021,62.22,60.44,70,72,19.166525,-71.8855335,0,0,6,0,6
39.71,satlasana,in,05.02.2021,72.33,39.71,46,84,24.0244,72.759552,32,55,13,0,3
14.04,kawawachikamach,ca,05.02.2021,15.04,14.04,19,19,55.219894,-66.9401435,10,10,7,0,9
55.91,mercedes,ar,05.02.2021,61.73,55.91,57,68,-34.68768,-59.626408,55,55,6,0,6
26,touta,ne,05.02.2021,76.67,26,28,91,14.18835,1.467916,23,68,18,0,4
48.4,ludhiana,in,05.02.2021,56.8,48.4,53,68,30.999565,75.76443,42,42,3,0.02,2
54.36,chincholi,in,05.02.2021,76.68,54.36,63,86,17.501386,77.5289355,48,59,7,0,3
72.25,mamurankay,sl,05.02.2021,79.75,72.25,73,82,8.504869,-12.046796,72,79,9,0,4
28.15,shulie,ca,05.02.2021,28.46,28.15,30,30,45.558845,-64.5846075,27,28,8,0,15
0.75,raahe,fi,05.02.2021,4.56,0.75,9,14,64.371204,25.0485965,-11,-8,8,0,6
76.33,jacareacanga,br,05.02.2021,81,76.33,77,84,-5.712659,-57.6707925,75,77,12,0,6
40.04,jiwati,in,05.02.2021,75.3,40.04,46,88,19.627276,79.0714145,34,54,7,0,3
46.8,bikaner,in,05.02.2021,64.6,46.8,53,74,27.90915,73.231744,40,53,2,0,1
15,whapmagoostui,ca,05.02.2021,22.8,15,16,25,55.17788,-77.3145515,14,19,21,0,9
78.5,nzou,cm,05.02.2021,83.81,78.5,81,95,5.065796,10.4542565,75,79,7,0,6
52.8,pipalda,in,05.02.2021,66.4,52.8,55,74,25.466151,76.4160295,50,58,3,0,2
9.5,ISAINT2059,ca,05.02.2021,12.14,9.5,16,19,55.20676,-72.786057,3,7,12,0,15
14.79,caniapiscau,ca,05.02.2021,15.68,14.79,21,21,54.843213,-68.8211125,10,10,9,0,9
60.09,tinogasta,ar,05.02.2021,73.36,60.09,62,79,-26.82098,-67.49961,57,64,9,0,12
76.33,itaituba,br,05.02.2021,81,76.33,77,84,-6.668001,-56.4843975,75,77,12,0,6
67.54,formosa,br,05.02.2021,71.15,67.54,70,79,-14.818613,-47.346889,64,66,9,0,6
74.45,borba,br,05.02.2021,76.55,74.45,77,82,-4.899044,-60.07352,73,73,8,0,6
40.28,mecca,sa,05.02.2021,66.06,40.28,52,70,21.232701,40.0020525,32,61,38,0,6
55.1,IROGRA6,cl,05.02.2021,57.9,55.1,57,66,-51.399084,-75.23024,55,55,12,0,6
8.14,znamenskoe,ru,05.02.2021,13.8,8.14,16,19,58.338224,45.0975435,5,10,20,0,6
-14.57,shigatse,cn,05.02.2021,34.71,-14.57,-5,48,30.056108,83.8464455,-29,23,9,0.01,18
9.5,armagh,ca,05.02.2021,11.4,9.5,12,14,46.720529,-70.630234,7,9,5,0,30
38.04,kilmessan,ie,05.02.2021,40.48,38.04,43,43,53.540813,-6.664063,37,39,10,0,6
72.5,miranda,ve,05.02.2021,77.2,72.5,73,81,10.599723,-71.31376,72,75,0,0,6
35.6,fune,ng,05.02.2021,71.4,35.6,37,82,11.669248,11.4586375,33,62,26,0,4
-2.71,kushkopalskoe,ru,05.02.2021,3.71,-2.71,1,7,63.347715,44.5295095,-6,1,18,0,6
38.69,bostanabad,ir,05.02.2021,40.77,38.69,41,43,37.657053,46.9083765,37,37,5,0,3
70.4,fandriana,mg,05.02.2021,75.6,70.4,73,84,-20.177131,47.254157,67,67,9,0,18
-1.47,staropolskoe,ru,05.02.2021,2.97,-1.47,3,7,58.960063,28.656126,-6,-2,13,0,6
45.76,medina,sa,05.02.2021,67.06,45.76,57,73,23.118873,40.1183755,37,63,14,0,6
72.5,independencia,ve,05.02.2021,77.2,72.5,73,81,8.433211,-63.5451685,72,75,0,0,6
61,valladolid,mx,05.02.2021,63,61,61,63,20.775597,-88.202039,61,63,2,0,8
70,planadas,co,05.02.2021,77,70,70,77,2.938364,-75.8717235,70,77,0,0,6
61.8,charagua,bo,05.02.2021,76,61.8,63,82,-19.068446,-59.977141,61,70,15,0,6
47.27,kurmi,ng,05.02.2021,79.47,47.27,59,99,7.514193,10.705232,41,68,10,0,6
44.83,IZADAR20,hr,05.02.2021,51.23,44.83,48,61,44.008993,15.1157805,43,46,10,0,6
39.86,sidhpur,in,05.02.2021,72.69,39.86,46,84,23.947351,72.2239345,32,55,13,0,3
64.64,naranjal,py,05.02.2021,66.36,64.64,66,73,-26.029263,-55.2504965,63,63,10,0,6
10.9,tselinnoe,ru,05.02.2021,13.4,10.9,27,27,46.598447,44.6627635,-2,3,9,0,4
45.45,servon,fr,05.02.2021,47.61,45.45,46,52,48.614079,-1.4178345,45,46,10,0,6
61.4,hinche,ht,05.02.2021,63.3,61.4,70,73,19.166525,-71.8855335,0,0,7,0,6
39.86,satlasana,in,05.02.2021,72.69,39.86,46,84,24.0244,72.759552,32,55,13,0,3
14.79,kawawachikamach,ca,05.02.2021,15.68,14.79,21,21,55.219894,-66.9401435,10,10,9,0,9
55.58,mercedes,ar,05.02.2021,62.58,55.58,57,72,-34.68768,-59.626408,52,55,7,0,6
26,touta,ne,05.02.2021,76.67,26,28,91,14.18835,1.467916,23,68,18,0,4
48.4,ludhiana,in,05.02.2021,56.8,48.4,53,68,30.999565,75.76443,42,42,3,0.02,2
54.36,chincholi,in,05.02.2021,76.68,54.36,63,86,17.501386,77.5289355,48,59,7,0,3
72.25,mamurankay,sl,05.02.2021,79.75,72.25,73,82,8.504869,-12.046796,72,79,9,0,4
28.15,shulie,ca,05.02.2021,28.46,28.15,30,30,45.558845,-64.5846075,27,28,8,0,15
0.75,raahe,fi,05.02.2021,4.56,0.75,9,14,64.371204,25.0485965,-11,-8,8,0,6
